city,drives_alone,carpools,public_transport,walks,works_at_home,other,mean_travel_time
Homer GA,89.7,6.7,0,0,2.5,1.1,27
Ambrose GA,72.3,12.3,0,0,0.8,14.6,16.4
Omega GA,74.4,14.8,0,10.2,0,0.5,21.6
Avondale Estates GA,73.6,5.8,3.7,0.7,15.5,0.7,34.2
Decatur GA,64.9,6.7,6.5,5.8,12.9,3.1,26.6
Tyrone GA,82.8,6.5,1.8,0,8.8,0,29.5
Edison GA,76.7,12,1.3,4.2,5.8,0,22.5
Leary GA,85.3,4.6,0,0.9,7.8,1.4,31.6
Twin City GA,78.7,18.6,1.5,0.6,0,0.6,27.3
Ellijay GA,57.1,36.4,0,3.1,3.5,0,20.5
Nashville GA,78.1,12.9,0,5,1.7,2.3,20.1
Quitman GA,82.4,13.1,0,0,2.1,2.4,24.5
Bloomingdale GA,90,6.8,0,0.7,1.8,0.7,23.5
Garden City GA,68.9,17.5,1.8,4.3,3.8,3.6,18.7
Thunderbolt GA,81.4,8.8,0.8,3,4.7,1.2,19.8
Tybee Island GA,62.6,9.8,0.5,7.2,16,4,23.2
Argyle GA,93.4,0,0,0,6.6,0,17.6
Trenton GA,78.3,15.5,0,3.2,2.2,0.8,23.6
Unadilla GA,79.7,16.6,0,0,0,3.7,19.2
Blakely GA,90.4,6.5,0,1.5,0,1.6,23.7
Ball Ground GA,79.3,8.3,0,1.8,8.8,1.8,26.8
Woodstock GA,82.7,6.4,1,0.4,6.7,2.8,35.6
Kennesaw GA,80.3,11.2,1.2,1.7,4.6,1,31.7
Arabi GA,84.5,9.9,0,0,2.2,3.3,20.5
Cordele GA,82.1,13.9,0.5,1.4,0.2,1.9,15.9
Lake Park GA,86.8,6.8,0,2.4,3.2,0.9,25.9
Lincolnton GA,85.6,6.3,0,2.6,2.7,2.7,29.1
Walthourville GA,81.7,13.1,2.1,0,0.7,2.4,26.8
Hahira GA,86.1,10.9,0,0,2.4,0.7,25.1
Alston GA,92.6,0,0,0,0,7.4,19.8
Hull GA,87.2,5.8,0,0,7,0,19.9
Woodbury GA,72.5,21.3,1.8,2.5,0,2,28.5
Ailey GA,71.4,13.5,0,8.9,5,1.2,15.4
Lexington GA,68.4,11.6,0,18.9,1.1,0,25.5
Helen GA,69.4,3.5,0,20.2,1.2,5.8,29.7
Parrott GA,85.2,9.8,0,3.3,1.6,0,25.3
Vidalia GA,76.8,15.3,0.5,1.3,3.9,2.3,18.4
Screven GA,81.4,12.7,0,1.8,3.2,0.9,25.9
Warwick GA,87.9,10.4,0,0,1.7,0,28.4
Jonesboro GA,74.1,14,3.9,0.5,4.6,2.9,28.2
Calhoun GA,74.5,14.7,1.6,2.6,3.7,3,18.6
Gainesville GA,75.1,14.7,0.1,1.6,3.6,5,21.6
College Park GA,56.2,11.6,22.6,3.2,5.3,1.1,33.4
Adairsville GA,85.2,12,2,0,0.8,0,33.3
Toccoa GA,82,8.1,0,2.6,5.7,1.6,18.2
Thomasville GA,81.2,14.3,0,1.1,1.2,2.2,19.7
Tifton GA,81.9,12.2,0.1,2.5,2.1,1.1,18.7
Whigham GA,89.3,10.1,0,0,0,0.6,19.6
Aldora GA,87,2.6,0,5.2,0,5.2,25
Cadwell GA,86,6,0,2,6,0,25.4
Marshallville GA,77.2,12.8,0,7.2,0,2.9,22.8
Buena Vista GA,76.4,14.1,0,0,3.8,5.8,24.1
Madison GA,72.8,16.2,0,0,11,0,23.8
Lake City GA,74.7,7.6,1.7,10.7,3.9,1.4,25.1
Fairmount GA,81.3,13.4,0,1.7,1,2.5,28.1
Plainville GA,82.5,13.5,0,0,3.2,0.8,24.2
Union City GA,79.8,12.2,4.5,1,2,0.4,28.9
Shiloh GA,78.5,14.2,0,3.6,0.4,3.2,33.7
Bowersville GA,90.3,8.2,0,0,1.4,0,26.4
Conyers GA,74.5,15.8,2.6,1.1,4.6,1.4,27
Lumpkin GA,85.7,10.5,0,2.3,1.5,0,29.2
De Soto GA,51.1,36.7,0,0,12.2,0,23.5
Leslie GA,82.6,11.6,0,0,5.8,0,24.8
Portal GA,71.7,14.8,1.2,3.3,4.9,4.1,25.2
Sandersville GA,81.3,10.3,0,1.5,2.1,4.8,15.3
Braselton GA,81.8,9,0.7,0,7.7,0.7,34.1
Bremen GA,85.9,9,0,0,3.1,2,21.6
Metter GA,81.5,16.3,0,0.7,1.5,0,17.7
Lilly GA,84.9,6.8,0,0,2.7,5.5,18.9
Daisy GA,90,0,0,0,0,10,11.3
East Ellijay GA,62.9,19.1,2.2,12.6,2.5,0.7,27.9
Arlington GA,78.4,18.6,0,2.6,0.4,0,24.6
Jefferson GA,85.4,7.7,0,0,4.7,2.3,31.3
Ludowici GA,73.3,19.3,0.8,2.4,1.1,3.1,25.4
Fort Valley GA,71.1,10.9,2,12.5,3,0.4,21.4
Cobbtown GA,87.7,3.7,0,3.1,2.5,3.1,25.3
Sylvester GA,89,5.4,0,0,2.6,2.9,22.1
Midway GA,85.8,9.2,0.3,0.3,2.3,2.2,27.7
Collins GA,83.5,9.3,1.1,0,1.1,4.9,25.5
Baconton GA,86.7,0.4,2.5,2.5,7.9,0,29
Dublin GA,87.9,8,0,1.5,1.1,1.4,20
Colquitt GA,89.3,4.3,0.2,2.9,1,2.2,21.5
North High Shoals GA,90.1,4.8,0,0,4.2,0.9,27.1
Zebulon GA,88.8,9.3,0,1.9,0,0,31.4
Tallulah Falls GA,71.9,0,0,28.1,0,0,23.8
Clermont GA,93,4.7,0,0.6,1.2,0.6,31.5
Richland GA,70.6,19.6,0,8.4,1.4,0,20.4
Euharlee GA,82.6,8.7,0,1,4.1,3.5,26.1
Aragon GA,88.2,9.7,0,0,1.5,0.6,27.7
Gordon GA,93.6,5.9,0,0.5,0,0,20.1
White Plains GA,80.2,11,0,5.5,3.3,0,33.1
Summerville GA,85.6,5.9,1.9,3.6,3,0,22.5
Graham GA,92.3,4.6,0,3.1,0,0,16.9
Broxton GA,86.6,10.6,0,0,0.7,2.1,23.6
Newton GA,87.4,9.7,0,0,0,2.8,19.7
Byromville GA,83.8,12.3,0,2.6,1.3,0,26.5
Social Circle GA,76,20.5,0,0,0,3.5,21.7
Cedartown GA,82,5.9,0.6,2.9,6.9,1.7,22
Camak GA,93.8,6.3,0,0,0,0,21.8
St. Marys GA,86.7,8.7,0,0.1,2,2.6,21.9
Between GA,79.3,5.8,0,0,14.9,0,30
Bethlehem GA,90,7,0,0,2.4,0.5,32.7
Rayle GA,60.7,23,0,16.4,0,0,32.2
Talbotton GA,72,18.3,0,0,0.9,8.8,36.3
Woodland GA,82.2,11.2,0,1.9,0,4.7,30
Tignall GA,79.1,9.8,0,0.7,6.5,3.9,31.2
Poulan GA,84.5,14.4,0,0,1,0,25.3
Hazlehurst GA,81.7,8.1,0.2,4.8,5.2,0,18.6
Wadley GA,80.7,10.4,0,4.8,4.1,0,24.5
Wrightsville GA,68.8,24.7,0,0.9,5.5,0,30.7
Montezuma GA,66.8,22.5,0,0.9,0,9.8,25.5
Camilla GA,79.2,10.5,0,1.3,5.3,3.8,19.1
Pitts GA,79.7,13.3,0,5.6,0,1.4,26.4
Attapulgus GA,88.7,9.1,0,1.3,0.9,0,25.7
Blue Ridge GA,67.8,21.5,0.7,6.6,1.8,1.8,16.7
McCaysville GA,78.1,15.9,0,2.8,0.9,2.3,29.8
Ranger GA,75,4.5,0,0,20.5,0,35.1
Mount Airy GA,85.3,11.2,0,0,0,3.5,28.7
Americus GA,75.5,14.3,0,5.7,3.6,0.9,17.6
Kingston GA,90.4,7.9,0,0,1.7,0,22.3
Clarkesville GA,89.3,0.6,0,2.3,5.4,2.4,30
Cornelia GA,62.9,27.4,3.3,1.4,3.7,1.3,27.6
Demorest GA,66.7,9.5,0,16.1,5.9,1.8,18.2
Andersonville GA,66.2,11.8,1.5,5.9,14.7,0,22.2
Butler GA,87.4,10,0,0.7,0.7,1.2,20.8
White GA,86.2,5.2,0,0,8.5,0,24.3
Crawfordville GA,77.1,18.8,0,0.8,1.3,2.1,31.9
Manassas GA,100,0,0,0,0,0,33.3
Rossville GA,77.7,14.9,0.9,4.5,0.7,1.3,23.9
Sumner GA,85.5,11.5,0,0,3,0,27.4
Abbeville GA,88,10.5,0,0,0,1.6,29.6
Ucon ID,91,3.2,2.4,0,2.1,1.3,19.3
East Hope ID,65.9,7.3,0,4.9,22,0,28.3
Montpelier ID,67.7,22.8,0,4.7,3.8,1,23
Idaho Falls ID,76.5,12,3,2.1,4.2,2.2,17.6
Osburn ID,84.9,4.5,0.7,4.7,3.9,1.3,18.7
Wallace ID,66.1,6.5,0,25.5,0.9,0.9,16.2
Butte City ID,90.3,0,0,0,9.7,0,17
Sugar City ID,83.8,9.9,0,1.5,3.8,1,14.1
Hayden ID,80.5,11.7,0,2.4,4.9,0.4,21.6
Deary ID,61.9,24.3,0,7.2,5,1.7,33.8
Troy ID,71,9.9,4.4,6.8,5.7,2.1,25.6
Eden ID,74,20.6,0,5.3,0,0,18.1
Horseshoe Bend ID,60.6,18.1,3.5,7.1,10.6,0,38.2
Boise City ID,80.6,7.4,0.7,2,5.4,3.8,18.4
Meridian ID,82.9,7.7,0.2,0.9,7,1.3,22.2
Craigmont ID,70.8,13.9,0,6.9,3,5.4,26.3
Winchester ID,70.3,13.5,0,14.4,1.8,0,28.9
Warm River ID,0,0,0,0,0,0,0
Malad City ID,73,14.5,0,5.2,5.9,1.5,19.6
Clifton ID,73.3,15,0,9.2,0.8,1.7,20.4
Preston ID,77.2,12.4,0.3,3.8,4.5,1.8,23.5
Twin Falls ID,83.1,10,0.3,2.1,2.8,1.7,16.2
Chubbuck ID,78.4,11.8,2,2.8,3.9,1.1,16.1
Dietrich ID,87.5,3.8,0,5.8,2.9,0,38.3
Richfield ID,80.9,11.8,0,1.1,6.2,0,18
Oldtown ID,82.1,12.8,0,0,5.1,0,33.1
Lost River ID,100,0,0,0,0,0,0
Coeur d'Alene ID,82.3,8.1,0.4,3,3.4,2.9,17.9
Hauser ID,89,4.1,0,3.8,1.6,1.4,25
Spirit Lake ID,83.5,8.7,0.1,0.7,4.4,2.6,33.1
Genesee ID,79,7.7,0,4.6,6.3,2.4,25.8
Hailey ID,79.6,11.3,1.3,0.5,4.7,2.7,23.6
Island Park ID,87.3,5.1,0,1.3,6.3,0,13.4
Parker ID,80.7,11.3,1.3,2,2.7,2,46.4
Teton ID,85.5,7.6,0,3.6,3.3,0,30.5
Garden City ID,75.9,8.9,0.6,2.2,10,2.3,20.8
Star ID,74.7,10.4,0,0.9,11.6,2.3,28.2
Council ID,68.9,11,0,8,10.6,1.5,22
Potlatch ID,86.6,9.5,0,0.9,3,0,29.3
Culdesac ID,65.2,25.8,0,6.8,2.3,0,27.8
Lapwai ID,72.8,16.2,0.4,8.9,1.7,0,15.2
Kamiah ID,69.5,6.9,0.4,9.5,8.6,5.1,19.4
Mullan ID,88.1,4.9,3.2,1.4,1.4,1.1,17
Arco ID,76.2,13.8,2.1,4.2,1.7,2.1,16.7
Weston ID,75.4,20.2,0.5,0,3.8,0,28.3
Marsing ID,77.2,13.6,3.5,3.5,1.3,0.9,24.1
Hansen ID,80.5,18.6,0,0,0.6,0.3,23
Bovill ID,89.7,2.3,0,2.3,5.7,0,47.6
Paris ID,76.2,9.8,0,0.9,13.1,0,25.1
Dover ID,83.7,1.7,0,0,10.1,4.5,20
Stanley ID,37.8,7.8,15.6,38.9,0,0,6.6
Dalton Gardens ID,87.2,5.6,0,0.5,5.1,1.6,18.4
Rathdrum ID,88,7.1,0,2.9,1.7,0.4,23.2
Moscow ID,61.1,11.2,0.9,17.8,3.7,5.4,14.8
Carey ID,82.8,8.4,0.6,4.2,3.6,0.3,37.8
Lewiston ID,82.6,7.6,0.3,2.9,4.8,1.8,14.1
Elk River ID,70.4,7.4,0,0,3.7,18.5,36.7
Hazelton ID,70.2,27.4,0,1.5,0.9,0,19.1
Idaho City ID,56.5,15.3,0,22.5,0,5.7,11.4
Newdale ID,95.8,3.5,0,0.7,0,0,31.5
Ketchum ID,75.4,4.7,0.8,6.8,6.4,5.9,9.9
Sun Valley ID,51.1,6.7,8.9,19,13.5,0.8,11.3
Iona ID,79.6,10.9,2.3,0,6.8,0.4,22
Nezperce ID,66.8,8.1,0,20.4,4.7,0,17.4
Pinehurst ID,86,5.2,0,2,3.9,2.9,21.7
Wardner ID,73.5,15.3,0,5.1,6.1,0,14.2
Weiser ID,74.1,13.4,0,4.1,4,4.4,17.3
Homedale ID,75.6,14.3,0,5,1.4,3.7,22.6
Murtaugh ID,66.7,17.9,0,10.3,5.1,0,37
American Falls ID,87.3,7.7,1.2,3,0.9,0,13.7
Tetonia ID,55.7,35.3,0,0.5,7.5,1,20
Buhl ID,77.6,11.5,0,3.3,4.9,2.6,19.3
Ammon ID,77.3,10.8,4.1,1,5.6,1.3,22.2
Swan Valley ID,81,12.1,0,0,6.9,0,48.9
McCall ID,69,8,1,16.9,5.1,0,10.5
Parma ID,83.4,10.6,0,0.5,1.7,3.8,21.8
Hollister ID,73,17.6,2.7,1.4,0,5.4,31.2
Mud Lake ID,73.9,18,0,1.9,2.5,3.7,23.9
Driggs ID,47.5,24.4,4.3,9.5,6.8,7.5,30.1
New Meadows ID,65,26.9,0,6.8,0,1.3,21.2
Georgetown ID,71.4,25.8,0,0,2.7,0,28.8
Hope ID,91.3,0,0,0,8.7,0,48.3
Sandpoint ID,69,12.9,1.4,5.5,6.5,4.6,16
Juliaetta ID,60.8,34.4,0,2.7,2.1,0,29.4
Ashton ID,74.6,20.9,0,0,3.8,0.8,15.2
Reubens ID,88,4,0,8,0,0,29.4
Kellogg ID,75.4,10,0,10.5,2.7,1.4,16.4
Cambridge ID,61.9,18.1,0,13.3,6.7,0,12.4
Grand View ID,74.6,9,0,2.5,1.6,12.3,20.1
Rexburg ID,64.8,12.5,0.3,11.4,6,4.9,12.5
Donnelly ID,83.1,12.3,0,4.6,0,0,34.5
Declo ID,63.2,32.3,0,2.6,1.9,0,27
Rupert ID,83.3,15.8,0.1,0.8,0,0,18.3
Glenns Ferry ID,79.1,6.2,0,10.4,2.4,1.9,16.1
Mountain Home ID,84.8,9.5,0.3,0.9,2.1,2.4,17.1
Greenleaf ID,78.4,11.9,0,3,6.6,0,26.7
Middleton ID,79.3,10.4,0.7,0.7,6.9,1.9,28.3
Castleford ID,69.8,17,0,7.5,3.8,1.9,28.9
Fairfield ID,79.8,12.7,0,0.6,4,2.9,29.1
Dubois ID,81.9,14.6,0,3.5,0,0,22.7
Bliss ID,78.3,21.7,0,0,0,0,15
Payette ID,78.9,13.7,0,3.7,3.2,0.5,17.6
St. Maries ID,75.6,6.7,0,13.7,3,1.1,15.9
Cottonwood ID,89.8,4.8,1,2.4,0,2.1,12.9
Grangeville ID,62.3,22.2,1,12.6,1.3,0.7,8.5
Bonners Ferry ID,81.4,11,0,4,3.6,0,24.6
Grace ID,70.2,21.8,0,2.1,5.3,0.5,18.4
Spencer ID,40,0,0,0,60,0,0
Pocatello ID,74.5,11.3,1.5,5.1,4.2,3.3,16.3
Rockland ID,41.3,7.3,0,39.4,7.3,4.6,10.1
New Plymouth ID,81.4,9.2,0.4,4.4,4.1,0.6,22.3
Moyie Springs ID,89.4,6.8,0,0,3.8,0,19.5
Filer ID,84.5,12.4,0,1.3,1.2,0.7,18.1
Soda Springs ID,73.7,20.8,0,2.9,2.7,0,12.9
Gooding ID,83,9.4,0,2.9,4.7,0,21.6
Hagerman ID,75.7,9.1,0,7,5.3,2.8,21.4
McCammon ID,80.5,10.9,0,0,8.6,0,32.1
Stites ID,73.1,14.1,0,0,12.8,0,25
Acequia ID,71,24,0,2,2,1,12.7
Fruitland ID,76.4,23,0,0,0,0.5,18.8
Emmett ID,75.9,13.3,0,3.2,7.1,0.6,30.3
Downey ID,79.3,9,1.1,1.9,5.3,3.4,28.5
Tensed ID,66.7,17.9,2.6,7.7,5.1,0,38.8
Paul ID,87.3,6.9,0,0,4.2,1.6,14.9
Kimberly ID,84.7,10.3,0,0.4,3.3,1.4,17.6
Lewisville ID,78,17.6,2.2,0,2.2,0,22.7
Caldwell ID,77,13.5,0.3,1.4,6.4,1.5,23.5
Notus ID,79,18.9,0,0.7,1,0.3,20.9
Salmon ID,72.1,14.2,0,7.7,6.1,0,11.5
Plummer ID,77,9.3,6,6,0,1.6,16.4
Minidoka ID,77.8,22.2,0,0,0,0,26.3
Arimo ID,81.9,9.4,0,0,4,4.7,28.4
Inkom ID,90,3.3,0.8,0,3.3,2.5,27
Mackay ID,54.8,22.4,0,6.7,7.6,8.6,17.4
Nampa ID,79.3,11.6,0.1,1.9,4.5,2.6,23.8
Wilder ID,74,13.4,0,4.3,6.3,2.1,22.4
Bancroft ID,55.2,9.7,0,29.1,4.5,1.5,19.3
St. Charles ID,67.7,19.4,0,0,12.9,0,23.1
Clark Fork ID,76.9,4.5,0,14.1,0,4.5,24.4
Kootenai ID,88.8,4.2,0,1.9,2.8,2.3,14.5
Hayden Lake ID,75.6,1.1,0,0,23.3,0,20.8
Firth ID,76.3,14,0,5.4,1.1,3.2,19.6
Shelley ID,80.5,5.1,3,1.6,7.8,2,19.9
Jerome ID,77.9,16.4,1.3,2.5,1.7,0.3,18.2
Crouch ID,58.3,0,0,8.3,12.5,20.8,9.8
St. Anthony ID,75.3,15.8,0,2.5,5.2,1.3,21.2
Smelterville ID,71.3,13.1,0,6.3,2.5,6.8,16
Midvale ID,54.4,1.8,3.5,22.8,17.5,0,12.3
Moore ID,86.9,3.3,1.6,0,8.2,0,18.4
Dayton ID,70.6,17.4,0,5.5,5,1.5,23.8
Burley ID,83.4,12.1,0,1.4,2.2,0.8,12.7
Placerville ID,100,0,0,0,0,0,0
Riggins ID,68.1,2.1,0,23.4,6.4,0,17.2
Bloomington ID,73,20,0,0,7,0,32
Fernan Lake Village ID,90,0,0,0,10,0,16.7
Shoshone ID,81.5,2.2,3.6,8.2,3.9,0.5,30.4
Irwin ID,89.7,3.4,0,1.1,5.7,0,29.2
Cascade ID,77.5,0.9,0,18.2,1.7,1.7,27
Orofino ID,80.3,7.9,0.4,4.2,5.3,1.9,22.8
Eagle ID,75.9,4.9,0.3,0.5,16.6,1.8,22.7
Wendell ID,79.1,11.3,0.4,0.9,5.1,3.3,18.2
Menan ID,85.7,9.9,0.6,0.6,3.1,0,26.2
Kooskia ID,63.7,17.6,0,5.5,13.2,0,16.2
Lava Hot Springs ID,72.9,3.5,0,12.4,11.2,0,19.5
Roberts ID,81.3,9.1,0,7.9,1.7,0,21.3
Clayton ID,0,0,0,0,0,0,0
Malta ID,58.5,27.1,0,5.1,9.3,0,8.9
Melba ID,74.4,19.2,0,1.7,3,1.7,29.5
Victor ID,77.6,16.9,0.8,2.4,2.3,0,33.2
Kendrick ID,80.6,10.3,0,5.1,1.1,2.9,25.7
Onaway ID,81,10.1,0,0,8.9,0,28.3
Weippe ID,68.1,23.9,0,5.9,1.6,0.5,32
Drummond ID,0,0,0,0,0,0,0
Kuna ID,81.5,11.7,0.3,0.5,4.3,1.7,25.5
Albion ID,72.2,11.8,0,4.2,7.6,4.2,20.8
Ferdinand ID,76.6,10.9,0,10.9,0,1.6,22.1
White Bird ID,14.3,0,0,85.7,0,0,0
Rigby ID,84.3,10.5,0,0,2.7,2.5,23.1
Leadore ID,51.6,0,0,25.8,22.6,0,3.8
Heyburn ID,84.8,6.2,0,5,2.7,1.3,13.1
Oakley ID,81.4,13.2,0,0.6,2.8,1.9,22.2
Franklin ID,87.3,6.1,0,0.6,5.1,1,16.7
Oxford ID,100,0,0,0,0,0,19.1
Hamer ID,69.2,19.2,0,0,7.7,3.8,29.2
Ririe ID,84.8,8.2,0,0,2.2,4.8,20.5
Basalt ID,78.3,16.1,1.2,0,3.1,1.2,19.8
Blackfoot ID,76.5,14,2.6,2.3,1.3,3.3,17.5
Priest River ID,81.8,12.5,0.3,3.8,0.3,1.3,23.2
Challis ID,68.6,12.3,3.6,6,1.5,8.1,21
State Line ID,14.3,85.7,0,0,0,0,0
Worley ID,74.2,9.3,4,2.6,6.6,3.3,13.3
Huetter ID,83.3,16.7,0,0,0,0,14.7
Ponderay ID,76.9,5.8,6.2,2.5,4.3,4.3,16.8
Athol ID,78.2,9.3,0.8,2.7,6.8,2.2,28.7
Harrison ID,65.6,12.2,0,5.6,11.1,5.6,63.1
Post Falls ID,86.1,8.2,0.6,0.5,4,0.6,20.9
Atomic City ID,100,0,0,0,0,0,0
Aberdeen ID,82,12.1,0,4.9,0,1,14.5
Pierce ID,77.1,7,0,9,0,7,42.9
Bellevue ID,83.5,5.4,1.5,0.7,8.8,0.1,21.2
Peck ID,75,13.3,0,0,5,6.7,29.9
Peoria Heights IL,88.2,4.2,2.9,2.6,0.9,1.1,18.1
Spring Bay IL,92.5,4.6,0.4,0.8,0.8,0.8,26.6
Coleta IL,91,1.1,0,3.4,1.1,3.4,35.6
Erie IL,90.8,5.7,0,1.8,1.7,0,23.9
Longview IL,74.1,22.4,0,0,1.7,1.7,33.8
Tolono IL,80.3,13.2,0.1,0,6.4,0,20.1
Urbana IL,51.9,6.8,14.2,14.3,5.9,6.9,15.6
Aroma Park IL,89.5,8.4,0,0,1.2,0.9,19.4
Bloomingdale IL,85.1,6.2,3.4,0.8,4.1,0.5,28.8
Lombard IL,77.4,5.4,6.5,2,7.2,1.5,28.9
Westmont IL,77.7,5.5,8.4,1.9,4.9,1.5,27.6
Wheaton IL,72.3,5.9,8.3,4.7,7.3,1.6,26.9
Manteno IL,83.2,8.3,1.2,2.1,4.2,1,31.5
Anchor IL,88.2,5.9,0,0,5.9,0,32.9
Hudson IL,83.4,10.6,0,1.1,4,0.8,20.8
Meredosia IL,84.9,7.7,0,1.8,5.6,0,23.6
Waverly IL,86,9.2,0,1.1,3.7,0,27.3
McNabb IL,88.3,3.9,0,3.9,3.9,0,20.9
Armington IL,80.4,13.7,1.2,1.2,2.4,1.2,37.9
Minier IL,83.3,7.4,0.8,3.1,5.3,0,23.5
East Dundee IL,83.6,8,1.7,2.3,3.8,0.6,29
Elburn IL,78.5,6.5,5,0,7.9,2,33.1
Hampshire IL,89.7,0,0,0,7.5,2.7,33.1
Equality IL,98.6,1.4,0,0,0,0,23.2
New Haven IL,79.2,20.8,0,0,0,0,32.9
Island Lake IL,88.1,7.6,0.5,0.7,2.6,0.5,35.9
Matherville IL,98,1.7,0,0,0.2,0,27.7
Viola IL,85.1,8.9,0,2.5,2.7,0.7,28.4
Hull IL,73.8,23.1,0,0,3.1,0,28
Kinderhook IL,74.8,14.3,0,1.7,7.6,1.7,25.2
Milton IL,95,1,0,2,0,2,25.4
Golden Gate IL,100,0,0,0,0,0,34.6
Dalzell IL,83.2,9.1,1.9,1.7,3.6,0.6,26.9
Marseilles IL,86.9,6,0,2.7,2.9,1.6,24.2
Morrison IL,80.3,12.7,0.2,0.9,5.2,0.7,24.8
Sterling IL,81.6,12,0.7,2.6,1,2,16.1
Bluford IL,82.2,9.7,0,5.7,2,0.3,26.2
Dix IL,86.3,6.8,0,1.7,1.7,3.4,21
Rio IL,98.9,1.1,0,0,0,0,27.6
Victoria IL,72.7,20.3,0,3.9,1.6,1.6,28.1
Wataga IL,93.7,4.2,0,0,1.3,0.8,21.9
Emington IL,90.9,1.8,0,1.8,1.8,3.6,22.9
South Pekin IL,90.7,8.9,0,0,0.4,0,22.7
Champaign IL,65.3,8.5,8,10.6,4.2,3.5,15.7
Foosland IL,91.7,4.2,0,0,4.2,0,25.4
Delavan IL,83.1,9.2,0.6,2.7,3.2,1.3,28.8
Green Valley IL,95.5,2,0,1.7,0.8,0,24.8
North Pekin IL,87.5,8.3,0,1.4,1.9,0.9,20
Bureau Junction IL,86.7,7.1,0,2,2,2,22.2
Junction IL,75.5,6.1,0,0,0,18.4,42.9
Shawneetown IL,88.9,10,0.2,0,0.9,0,22.9
Hartsburg IL,85.4,10.3,0,2.2,1.1,1.1,21.2
Latham IL,93.1,3.8,0,1.9,1.3,0,28.2
Aledo IL,89.5,4.9,0,0.3,5.2,0,18.6
Oakbrook Terrace IL,83,8.8,1.2,0.4,5.8,0.8,26.5
Villa Park IL,77.8,8.5,4.8,1.9,5.4,1.6,28.1
Buckingham IL,93.8,4.5,0,0.9,0.9,0,34.9
Cave-In-Rock IL,88.6,7.1,0,0,2.9,1.4,40.3
East Dubuque IL,91.6,5.7,0.5,0.7,1.2,0.2,15.6
Elizabeth IL,83.8,9,0,3.7,3.5,0,20.8
Atlanta IL,82.8,11.3,0.1,0,5,0.8,27.4
Lincoln IL,76.9,15,1.1,4.2,2.2,0.6,17.8
El Dara IL,96.9,0,0,0,3.1,0,23.7
Dover IL,77.8,9.5,3.2,0,9.5,0,21.9
Malden IL,83.2,11.5,0,0,2.3,3.1,15.6
Tiskilwa IL,77.1,20.5,0,0,1.6,0.8,20.4
Elizabethtown IL,86.3,7.5,1.3,2.5,2.5,0,21.9
Hopkins Park IL,52.6,26.7,0,1.7,11.2,7.8,30.5
Arrowsmith IL,88.2,8.4,0,1.7,0,1.7,26.3
St. Anne IL,86.9,7.9,0,2.5,2.7,0,23.7
Carlock IL,92,6.2,0,0,1.8,0,24.8
Danvers IL,85.7,11.1,0.5,1.9,0.9,0,23.9
Thompsonville IL,89.7,8.8,0,0,1.5,0,31.2
Mattoon IL,83.5,9.4,1,1.3,2.7,2.1,16
Buckner IL,90.6,9.4,0,0,0,0,27.3
Ewing IL,85,9.2,0,0,5.8,0,24.4
Valier IL,87.6,5.2,0,0.8,6.4,0,31.8
Gorham IL,72.9,24.3,0,0,2.9,0,33
Leland IL,82.7,7.8,0,2.5,6.5,0.5,37.8
North Utica IL,90.5,3.6,0,3.6,1.4,0.9,22.7
Oglesby IL,89.8,6,0,0.8,2.9,0.5,18.7
Peru IL,86.7,7.1,0.2,1.5,3.1,1.4,14.5
Watseka IL,81.1,13.8,0.1,1.5,1.7,1.9,17.6
Wellington IL,82.2,16.1,0,1.7,0,0,35.5
Stonefort IL,90.2,3.3,0,0,6.6,0,28.8
Bement IL,81.3,10.2,0.5,2.6,2,3.4,27.6
Mansfield IL,88.6,5.2,0,1.4,3.6,1.1,24.9
Malta IL,90.5,5,0,0.6,3.3,0.6,31.1
Sycamore IL,83.8,7,0.6,1.5,5.6,1.5,24.7
White Hall IL,81,8.2,0,4.1,2.4,4.3,23.3
Media IL,72.3,24.5,0,0,0,3.2,28.9
Willisville IL,88,8.6,0,0,3.4,0,26.5
Shumway IL,84.7,15.3,0,0,0,0,22.6
Dallas City IL,83.7,13.3,0.2,1.5,1.3,0,27.6
Argenta IL,95,3,0,0.4,1.6,0,21.1
Maroa IL,88.3,7.7,0,0.3,3.7,0,24
Ellis Grove IL,91.7,3,0,2.3,2.3,0.8,22.5
Hollowayville IL,70,0,0,10,10,10,19.8
Cedarville IL,83.1,0.7,3.4,0.7,11.5,0.7,20.5
Rock City IL,87.1,1.9,0,3.2,6.5,1.3,24.9
Minonk IL,78.9,10.7,0,4.9,4.9,0.6,26.8
Panola IL,81.8,18.2,0,0,0,0,26.4
Mount Vernon IL,80.3,9.7,1.9,1.7,1.7,4.6,15
Steward IL,85.3,11.2,0,2.9,0,0.6,27.4
Spaulding IL,86.1,9.2,1.9,1.5,1.3,0,20.8
Williamsville IL,85.2,9.7,0,2.8,1.8,0.4,21.4
New Bedford IL,85.7,14.3,0,0,0,0,24.6
Ohio IL,84.3,5.5,0,3.7,4.6,1.8,24.2
Frankfort IL,83.1,3.5,6.8,0.8,5.5,0.2,35
Lockport IL,87.8,4.5,2.5,0.6,3.7,0.9,34.3
Peotone IL,95.3,1.6,2.2,0.5,0.4,0,32.9
Liberty IL,89.9,5.7,0,0.9,3.5,0,23
Lima IL,82.9,3.7,0,2.4,8.5,2.4,30.7
