city,white,hispanic_latino,african_american,american_indian,asian,pacific_islander,other_race,two_or_more_races
Armstrong IA,98.4,1,0,0,0,0,0,0.6
Corwith IA,91.2,8.8,0,0,0,0,0,0
Kanawha IA,89.5,6.1,0,3.1,0.3,0,0,1
Klemme IA,89.1,6.2,2.4,0,0,0,0,2.2
New Virginia IA,98.3,0.4,0,0,1.3,0,0,0
Humeston IA,96.4,1.2,0,0.7,0,0,0,1.7
Pioneer IA,100,0,0,0,0,0,0,0
Westfield IA,84.4,14.1,0,0,0,0,0,1.6
Danbury IA,97.9,0.5,0,1.6,0,0,0,0
Bristow IA,79.5,0,5,0,0,0,0,15.5
Cascade IA,87.2,12.3,0.4,0,0,0,0,0
Olin IA,94.9,0.9,0,0,1.5,0,0,2.7
Tabor IA,96.9,0.9,0,0.9,0.3,0,0,0.9
Carter Lake IA,83.3,8.6,4.1,0.5,0.3,0,0,3.3
Hospers IA,97.1,1.9,0,0,0.4,0,0,0.6
Orange City IA,89.1,8,0.5,0,2,0,0,0.4
Rock Valley IA,88.3,10.3,0.2,0,0.6,0,0,0.7
Oakland IA,89.2,9.5,0.1,0,0.4,0,0,0.8
New Sharon IA,98.4,1.2,0,0.3,0,0,0,0
Luxemburg IA,100,0,0,0,0,0,0,0
Farmersburg IA,96.4,1.1,1.1,0,0,0,0,1.4
Aurelia IA,89.2,9.4,0,0,0.8,0,0,0.6
Marcus IA,92.4,2.5,0.7,0,0,0,0,4.4
Holstein IA,91.5,3.9,0,2.8,0,0,0.2,1.5
Lakeside IA,64.3,29.9,3.1,0,2.1,0,0,0.7
Newell IA,95.8,3.2,0,0.4,0.2,0,0,0.4
Rembrandt IA,81.8,17.1,1.2,0,0,0,0,0
Ricketts IA,91.5,7,0,0,0,1.6,0,0
Carpenter IA,89.1,0,0,0,10.9,0,0,0
Grimes IA,92.2,4,0,0.7,1.6,0,0,1.5
Brooklyn IA,97,2.2,0,0,0,0,0,0.8
Beaconsfield IA,100,0,0,0,0,0,0,0
Audubon IA,95.9,0,0.1,0,1.3,0,0,2.7
Waukon IA,97.2,0.8,0,0,0,0,0,2
Deloit IA,74.5,14.3,9.9,0,0,0,0,1.3
Schleswig IA,80.9,11,0,1.1,2,0,0,4.9
Lone Tree IA,91.4,7.4,0,0,0.3,0,0,0.9
Hamilton IA,100,0,0,0,0,0,0,0
Clio IA,98.6,0,0,0,0,0,0,1.4
Grinnell IA,87.6,3.7,3.6,0,4,0.1,0,1.1
Graettinger IA,98.8,0.9,0.1,0.1,0,0,0,0
West Bend IA,96,3,0.4,0,0,0,0,0.5
Roland IA,97.5,0.4,0,0.4,0,0,0,1.7
Clearfield IA,89,11,0,0,0,0,0,0
Redding IA,100,0,0,0,0,0,0,0
Huxley IA,95,2.2,0.7,0,2.1,0,0,0
Maharishi Vedic City IA,42.9,7.4,4.9,0,29.6,0,15.1,0
Hiawatha KS,86.2,5.4,0.8,2.1,0,0,0,5.4
Nickerson KS,96.2,2.4,1.1,0,0,0,0,0.4
Chapman KS,82.6,10.7,3,0,0.4,0,0,3.4
Labette KS,95.2,0,0,1.6,0,0,0,3.2
Bird City KS,73.1,18.3,0,0,1.3,0,3.1,4.2
Andover KS,84.5,7.8,1.4,0.7,3.3,0,0,2.4
Elbing KS,97.9,1.2,0.6,0,0,0,0,0.3
Barnard KS,100,0,0,0,0,0,0,0
Harveyville KS,89.8,1.5,0,0,6.6,0,0,2.2
Oberlin KS,94.6,4.2,0.1,0.2,0.8,0,0,0.1
Galesburg KS,82.6,16.5,0,0.9,0,0,0,0
Ford KS,91.7,8.3,0,0,0,0,0,0
Louisburg KS,94.3,0.9,1.3,1.9,0.2,0,0,1.4
Plains KS,57.4,42.6,0,0,0,0,0,0
Willard KS,94.4,5.6,0,0,0,0,0,0
Kiowa KS,93.3,1.7,1.7,1.7,0,0,0,1.6
Sharon KS,89.6,0.6,0,0,5.5,0,0,4.3
Burlington KS,92,1,0.9,0.5,1.2,0,0.1,4.2
Hanston KS,80.4,18.1,0,0.7,0,0,0,0.7
Johnson City KS,46.2,52.9,0.8,0.1,0,0,0,0
Leonardville KS,97.8,0.9,0,0.2,0.9,0,0,0.2
Holyrood KS,94.1,2.5,0,2.3,0.5,0,0,0.7
Kanopolis KS,88.8,10.7,0,0.4,0,0,0,0
WaKeeney KS,93.3,1.2,0,1.8,2.2,0,0,1.5
Eskridge KS,91.8,1.1,0,4.6,0,0,0,2.5
McFarland KS,84.5,4.2,0,0,0,0,0,11.3
Bogue KS,92.9,5,2.1,0,0,0,0,0
Hudson KS,98.4,0,0,1.6,0,0,0,0
Chanute KS,88.4,6.5,1.6,0.5,0,0.1,0.1,2.8
Lyons KS,79.5,17.6,1.1,0,0.7,0,0,1.1
Hazelton KS,58.3,1.8,2.4,35.7,0,0,0,1.8
Isabel KS,93.8,6.2,0,0,0,0,0,0
Spivey KS,93.2,6.8,0,0,0,0,0,0
Ness City KS,85.4,14.4,0.1,0.1,0,0,0,0
Ogden KS,75.9,7.2,6.2,0.6,2,0,0,8.1
Randolph KS,98.7,0,0,0.7,0.7,0,0,0
Maple Hill KS,92.8,4.8,0.8,0.4,0.7,0,0,0.4
Glade KS,95,0,0,0,0,0,0,5
Kirwin KS,96.2,1.3,0,1.3,0,0,0,1.3
Augusta KS,88.8,6.5,0.6,1.1,0,0.1,0,2.9
Cassoday KS,87.5,7.1,0,3.6,0,0,0,1.8
Potwin KS,82.6,12.8,0.9,0.4,0,0,0,3.2
Lorraine KS,62.6,8.6,0,10.1,0,0,0,18.7
Rozel KS,100,0,0,0,0,0,0,0
Satanta KS,51.2,47,0,0.6,1.3,0,0,0
Edna KS,96.4,1.2,0,0.2,0,0,0,2.2
Manchester KS,96,0,0,4,0,0,0,0
Cherokee KS,94.4,2.9,0,0,0,0,0,2.7
Pittsburg KS,80.6,7.7,4.4,0.7,3.4,0,0,3.3
Mound Valley KS,95.5,2.8,0,0.3,0,0,0,1.4
Kanorado KS,54.8,42.2,0,0,0,0,1.2,1.8
Goddard KS,87.4,7.1,0.1,0,1.5,0.3,0,3.5
Park City KS,74.1,7.8,6.1,1.4,7.2,0,0.3,3.2
Seneca KS,95.8,1.3,0.8,0.8,0,0,0,1.4
Republic KS,91,4.5,0,1.8,0,0,0,2.7
Mahaska KS,93.3,0,0,0,0,0,0,6.7
Morrowville KS,100,0,0,0,0,0,0,0
Caney KS,80.4,5.8,0,4,0.5,0,0,9.2
Liberty KS,87,0,0,5.2,0,0,0,7.8
Preston KS,100,0,0,0,0,0,0,0
Windom KS,86.3,6.8,0,0,0,0,0,6.8
St. Francis KS,94.3,5.2,0,0,0.2,0,0,0.4
Wilmore KS,100,0,0,0,0,0,0,0
Howard KS,83.2,10.5,0.5,1.5,1.3,0,0,3.1
Silver Lake KS,93.9,4.4,0,0.8,0.2,0,0,0.7
Uniontown KS,94.6,0.9,0,0.9,0,0,0,3.7
Bushong KS,57.1,0,28.6,0,0,0,0,14.3
Hartford KS,97.7,0,0.5,0.5,1,0,0,0.3
Reading KS,82.5,3.5,0,0,1.3,0,0,12.7
Clayton KS,100,0,0,0,0,0,0,0
Everest KS,93.2,2.2,3.1,0.9,0,0,0,0.6
Fairview KS,87.6,2.6,1.5,2.1,0,0,0,6.2
Highland KS,68.9,4.8,23.9,0.6,0.4,0,0,1.4
Troy KS,88.6,8.3,0.1,0,0.8,0,0,2.2
Victoria KS,95,4.5,0,0,0,0,0,0.5
Hoisington KS,88.7,4.7,3.3,1.9,0,0,0,1.4
Olmitz KS,100,0,0,0,0,0,0,0
Syracuse KS,62.4,35.5,0,0.2,0,0,0.2,1.7
Grinnell KS,91.1,3.3,0,5.5,0,0,0,0
Waldo KS,97.3,0,0,2.7,0,0,0,0
Marysville KS,93,4.1,0.8,0,0.8,0.8,0,0.5
Waterville KS,94.9,2.8,0,0,0.3,0,0,2
Culver KS,91.6,8.4,0,0,0,0,0,0
Delia KS,78.9,17,2,0,0,0,0,2
Mayetta KS,78.1,3.4,1.3,11.6,4.1,0,0,1.6
Alexander KS,100,0,0,0,0,0,0,0
Moscow KS,48.7,48,0,0.7,0,0,0,2.6
Carbondale KS,91.8,3.8,0,0,0.4,0,0,3.9
Netawaka KS,92,0,0,4,0,0,0,4
McCracken KS,91.8,0,0,2.6,0,0,0,5.6
Rush Center KS,86.7,4.6,0,0,8.7,0,0,0
Osage City KS,91.9,4.3,1.5,0.3,0,0,0,2
Mission Hills KS,94.2,3.6,0,0,1.6,0,0,0.6
Galena KS,89.9,6,0,3.5,0,0,0,0.6
Haviland KS,88.6,2.4,3.1,1.2,0.5,0,0.1,3.9
Mullinville KS,83.3,16.1,0,0,0,0,0,0.5
Topeka KS,68.9,14.3,10,0.6,1.4,0,0.2,4.5
Plevna KS,98,2,0,0,0,0,0,0
Grenola KS,93.8,0,0,2.8,0.6,0,0,2.8
Auburn KS,88.4,4.6,0.9,0,5.1,0,0,0.9
Abbyville KS,98.7,0,0,1.3,0,0,0,0
South Hutchinson KS,89.5,7.4,0.9,0,0.5,0,0,1.6
Sylvia KS,90.7,6.9,0,0,0.8,0,0,1.6
Fredonia KS,89.1,5.3,0.5,0.3,0,0,0,4.7
Arma KS,96,2,0,0.6,0,0,0,1.3
Fairway KS,96.5,1.6,0,0.2,0.8,0,0,0.9
Merriam KS,76.5,8.6,8.4,0,3.3,0,0.1,3.2
Mission KS,79.2,5.7,7.7,0,4.8,0,0,2.6
Dunlap KS,100,0,0,0,0,0,0,0
Hoxie KS,89,8,0.3,2.7,0,0,0,0
Bentley KS,84.2,11.9,0.6,1.2,0,0,0,2
Olathe KS,75.6,11.2,5.4,0.2,4.4,0,0.1,3
Prairie Village KS,93.8,3.2,0.6,0.1,1.3,0.1,0.1,0.9
Lakin KS,65.8,31.3,1.1,0,0,0,0,1.8
Longford KS,88.3,0,0,0,0,0,0,11.7
Tribune KS,69.5,27.6,1.3,0,0,0,0,1.6
Ulysses KS,45.2,53.3,0,0,0,0,0.3,1.2
Peabody KS,95.4,0.5,1.5,0,0,0,0,2.6
Dexter KS,96.9,0,0,3.1,0,0,0,0
Wellsville KS,89.6,5.6,0.9,0.6,0.6,0,0,2.7
Newton KS,77.7,16.5,2.5,0.1,0.5,0.3,0,2.5
Athol KS,92.7,7.3,0,0,0,0,0,0
Neosho Falls KS,85.4,10.2,0,0,0,0,0,4.4
Clifton KS,99.3,0.7,0,0,0,0,0,0
Palmer KS,86.8,13.2,0,0,0,0,0,0
Havana KS,76.4,0,0,3.4,0,0,0,20.2
Formoso KS,98.9,0,0,0,1.1,0,0,0
Salina KS,78.6,12.1,3.4,0.3,2.8,0,0.1,2.7
Canton KS,93,5.6,0.4,0,0,0,0,1
Altoona KS,88.2,2.8,0,0,0,0,0,9.1
Benedict KS,96.8,0,0,1.1,0,0,0,2.1
Coyville KS,95,0,0,0,0,0,0,5
McCune KS,96.2,1.1,0,1.6,0,0,0,1.1
New Albany KS,78.6,0,0,11.9,0,0,0,9.5
Brewster KS,89.2,8.6,0,0,1.6,0,0,0.6
Montezuma KS,90,10,0,0,0,0,0,0
Bunker Hill KS,98.2,0,0,0,0,0,0,1.8
Dorrance KS,100,0,0,0,0,0,0,0
Summerfield KS,93.2,0,0.9,0,3.4,0,0,2.6
Denton KS,98.3,0,0,0,0,0,0,1.7
White Cloud KS,50.3,0,2.2,34.1,0,0,0,13.4
Elmdale KS,100,0,0,0,0,0,0,0
Elsmore KS,100,0,0,0,0,0,0,0
Bel Aire KS,79.5,5.6,7.9,1,4.7,0,0,1.2
Lawrence KS,76.6,6.6,4.4,2.4,5.8,0,0.2,4
Lost Springs KS,58.3,27.4,0,0,14.3,0,0,0
Burden KS,86.7,3.9,0,6.2,0.7,0.6,0.3,1.7
Winfield KS,78.5,8.1,3.8,1.6,4.1,0,0,3.8
Ottawa KS,90.3,4.8,2.1,0.4,0.3,0,0.1,2
Halstead KS,89.1,6.2,2.5,0,0.3,0,0,1.9
Hesston KS,87.2,9.1,1.2,0.6,1.4,0,0,0.5
Tonganoxie KS,93.5,3.7,1.4,0.1,1,0,0,0.3
Gaylord KS,77.2,2.1,0,0,0,0,0,20.6
Toronto KS,96.6,0.3,0.7,2.1,0,0,0,0.3
Wetmore KS,79.3,5.6,1.1,5.6,3.6,0.3,0.3,4.2
Greenleaf KS,80.2,11.1,0,0.5,0,0,0,8.3
Haddam KS,95,3.8,0,1.3,0,0,0,0
Coats KS,88.8,11.2,0,0,0,0,0,0
Marquette KS,89.7,10.3,0,0,0,0,0,0
Greeley KS,95.3,2.7,0,2,0,0,0,0
Ashland KS,86.7,8.2,1.4,0.5,0.3,0,0,2.8
Stockton KS,92.2,3.1,2.1,0.2,0,0,0.1,2.3
Woodston KS,92.4,0,0,5,0,0,0,2.5
Zurich KS,100,0,0,0,0,0,0,0
Redfield KS,96.2,0,0,3.8,0,0,0,0
Aurora KS,100,0,0,0,0,0,0,0
Jamestown KS,93.9,6.1,0,0,0,0,0,0
Miltonvale KS,95.9,0,0,0,0,0,0,4.1
Danville KS,100,0,0,0,0,0,0,0
Elgin KS,82,13.5,0,1.8,0,0,0,2.7
Hoyt KS,83.6,7.8,0.6,4.4,0,0.8,0,2.9
Susank KS,92.6,0,0,0,0,0,0,7.4
Mission Woods KS,94.6,0,0,0,3.3,0,0,2.2
Albert KS,95.7,4.3,0,0,0,0,0,0
Moran KS,90.7,5.4,0.7,0.2,0,0,0.2,2.8
Downs KS,96.9,1.2,0.6,1,0.4,0,0,0
Galatia KS,100,0,0,0,0,0,0,0
Huron KS,98.5,0,0.7,0,0,0,0,0.7
Arcadia KS,98.1,0.9,0,0.9,0,0,0,0.2
Lancaster KS,100,0,0,0,0,0,0,0
Cedar Point KS,16.7,0,0,0,0,0,0,83.3
Milan KS,95.6,0,0,0,0,0,0,4.4
Mulberry KS,89.2,0,0,1.4,0,0,0,9.4
Chetopa KS,86.8,2.1,1.2,1.2,0,0,0,8.7
Oswego KS,84.1,1,2.2,0.9,0,0,0,11.9
Shawnee KS,80.9,7.1,4.6,0.1,3.8,0,0,3.4
Westwood KS,87.2,5.5,1.3,0.2,4,0,0,1.8
Westwood Hills KS,85.8,5.8,0.8,0,3.6,0,0,4.1
Cheney KS,96.5,1.3,0.2,0.2,0,0,0,1.8
Linn KS,86.2,9.6,1.4,0.6,0,0,0,2.2
Cherryvale KS,90.5,2.2,1.2,0.4,0,0,0,5.8
Elk City KS,91.4,4.3,0,0.4,0,0,0,3.9
Cullison KS,100,0,0,0,0,0,0,0
Pratt KS,90.3,8.4,0.4,0.2,0.1,0,0,0.6
Richfield KS,100,0,0,0,0,0,0,0
Rolla KS,77.3,17.1,3.4,0,0.9,0,0,1.3
Jewell KS,95.1,4.9,0,0,0,0,0,0
Inman KS,87.8,7.9,0,0.4,0,0,2.2,1.7
Clearwater KS,96.7,1.7,0.5,0,0,0,0.2,1
Leavenworth KS,70,9.2,13.8,0.4,2,0.1,0.1,4.4
Linwood KS,96.9,1.4,0,0,0,0,0,1.7
Bern KS,95.8,2.4,1.8,0,0,0,0,0
Corning KS,86.6,0,0,1.6,0,0,0,11.8
Goff KS,96,0,0,0,4,0,0,0
Oneida KS,93.3,0,3.3,0,3.3,0,0,0
Munden KS,100,0,0,0,0,0,0,0
Vining KS,100,0,0,0,0,0,0,0
Washington KS,94.4,1.3,0.6,0,0.6,0,0,3
Coffeyville KS,70.3,10.3,9.8,4,1.2,0,0,4.4
Sawyer KS,96.1,1.9,0,0,0,0,0,1.9
Oak Hill KS,90.4,0,0,9.6,0,0,0,0
Randall KS,96.8,3.2,0,0,0,0,0,0
Florence KS,91.9,4.8,0,0,0,0,0,3.3
Marion KS,93.5,2.6,0.1,0,0,0,0,3.9
Burr Oak KS,93.5,3.6,0,1.8,0,0,0,1.2
Assaria KS,95.5,2.6,0,0,0.4,0,0,1.5
Brookville KS,92.3,1.1,6.6,0,0,0,0,0
Ellinwood KS,87.1,8.1,0.9,0.1,0,0,0.1,3.7
Milford KS,87.9,5.2,1.4,0,0,0,0,5.5
Denison KS,91.9,0,0,2.4,0,0,0,5.6
Zenda KS,100,0,0,0,0,0,0,0
Meade KS,88.2,5.5,1.4,0,2.2,0,0,2.8
Kingman KS,90.4,6,0.5,0.6,0,0,0,2.5
Penalosa KS,88.9,11.1,0,0,0,0,0,0
Kismet KS,60.7,34.3,0,1.1,2.8,0,0.8,0.3
Alta Vista KS,89.9,3.2,2.5,0,0,0,0,4.4
Norwich KS,96.3,1.4,1,0.4,0,0,0,0.8
Russell Springs KS,37.5,0,0,0,0,0,0,62.5
Nashville KS,100,0,0,0,0,0,0,0
Fontana KS,85.1,9.7,0.8,0,0,0,0,4.4
Osawatomie KS,88.1,6.6,3,0.1,0.6,0,0,1.5
Spring Hill KS,85.7,9.9,0.6,1.7,0.6,0,0,1.6
Speed KS,100,0,0,0,0,0,0,0
Rose Hill KS,95.3,2.1,0.7,0.1,0.8,0,0,1.1
Ellsworth KS,81.5,8.6,7.6,0.7,0.9,0,0,0.8
Neosho Rapids KS,88.4,4.7,0,0,1.1,0,0,5.8
Lenora KS,97.3,2.3,0,0,0,0,0,0.4
Hays KS,89,5.7,1.1,0.2,1.8,0.1,0,1.9
Fort Scott KS,88,2.8,4.7,0.6,1.6,0,0,2.4
Fulton KS,95,0,0,0,1.7,0,0,3.3
Cimarron KS,68.8,30.8,0,0,0,0,0,0.4
Oskaloosa KS,86,6.4,1.5,0.4,0,0,0.5,5.2
Vermillion KS,90.9,4,0,0,0,0,0,5.1
Clyde KS,97.6,1.7,0,0,0,0,0,0.7
Eureka KS,90.6,5,0.6,0,0,0,0,3.7
Hamilton KS,96.8,0,0,0,0,0,0,3.2
Burlingame KS,99.7,0,0,0.3,0,0,0,0
Russell KS,91.3,3.5,1.9,0.2,0,1.2,0,2
Tescott KS,93.2,5,0,0,0,0,0,1.8
Severy KS,98.7,0,0,0.4,0,0,0,0.9
White City KS,95.9,1.3,0,1.1,0.2,0,0,1.5
Wilsey KS,94.5,3.9,0,1.6,0,0,0,0
Kinsley KS,75.8,19.1,2.6,0,0.6,0,0,1.9
Morganville KS,99.5,0,0,0,0,0,0,0.5
Wakefield KS,90.7,1.9,0,3.9,1,0,0,2.5
Durham KS,89.4,7.1,0.9,0,2.7,0,0,0
Lincolnville KS,85.7,3.1,0,2.5,6.2,0,0,2.5
Arkansas City KS,70.3,20.1,3.2,2,0.5,0,0,3.9
Cambridge KS,96,0,1.3,1.3,0,1.3,0,0
Minneapolis KS,93.6,4.3,0.3,0,0,0,0,1.7
Roseland KS,96.4,0,0,0,0,0,0,3.6
Rossville KS,83.1,6.6,0.7,7.9,0,0.7,0,0.9
Enterprise KS,91.3,5.1,0,0.3,1,0,0,2.3
Latimer KS,64.5,0,0,0,0,0,0,35.5
Edgerton KS,95,2.7,0,0.7,0,0,0,1.6
Gardner KS,81.7,8.8,3.5,0.3,1.8,0.1,0,3.7
Herndon KS,97.6,2.4,0,0,0,0,0,0
Dighton KS,87.3,10.6,0.1,1.7,0,0,0,0.3
Horace KS,78.5,11.4,0,5.7,1.3,0,0,3.2
Goessel KS,87.8,8.4,0,0,0,0,0,3.8
Ramona KS,91.3,8.7,0,0,0,0,0,0
Udall KS,92.5,1.7,0,4.1,0,0,0,1.7
Gypsum KS,80.4,4,2.8,1,0.8,0,0,11.1
New Cambria KS,95.2,4.8,0,0,0,0,0,0
Abilene KS,93.3,3.8,0.7,0.9,0,0,0,1.2
Carlton KS,100,0,0,0,0,0,0,0
Hepler KS,90.5,9.5,0,0,0,0,0,0
Walnut KS,85,6.4,0.4,0,0,0,0,8.3
Liebenthal KS,98.7,1.3,0,0,0,0,0,0
Hugoton KS,54.6,41.9,0.1,0.2,0.5,0.3,0,2.4
Baldwin City KS,86.2,6.6,1.3,1,0.4,0.1,0,4.4
Lecompton KS,81.1,3.8,0,4.8,0.3,0,0,10
Green KS,100,0,0,0,0,0,0,0
Burns KS,98.6,1,0,0,0,0,0,0.3
Allen KS,85,6.1,0,0,0,0,0,8.9
Savonburg KS,91.4,7.4,0,1.2,0,0,0,0
Belpre KS,42.3,56.4,0,0,0,0,0,1.2
Offerle KS,84.5,15.5,0,0,0,0,0,0
Ransom KS,94.7,0.6,0,1.6,2.5,0,0,0.6
Manhattan KS,78,6.8,5.3,0.4,6.2,0.2,0.1,3.1
Riley KS,92.6,2.3,0,3.3,0,0.4,0,1.5
Portis KS,100,0,0,0,0,0,0,0
Reserve KS,80,0,7.1,7.1,0,0,0,5.7
Willis KS,100,0,0,0,0,0,0,0
Elwood KS,82.8,7.7,3.4,1.6,0,0,0,4.5
Effingham KS,94.4,3.9,0,0,0,0,0,1.7
Nortonville KS,89.2,2.7,0,0.3,0,0,0,7.7
Lucas KS,97,0,0,0.6,0,0,0,2.5
Luray KS,98.2,1.8,0,0,0,0,0,0
Colby KS,92.2,3.3,2,1.2,0.6,0,0,0.7
Frankfort KS,98.2,1.5,0,0,0,0,0,0.3
Cedar KS,100,0,0,0,0,0,0,0
Walton KS,89.2,5.6,0,0,2.4,0.8,0,2
Basehor KS,95.7,1.4,0.2,0,1.8,0,0,0.9
Kensington KS,94.7,1.9,1.1,1.3,0.9,0,0,0
Agra KS,98.9,0.8,0,0,0.4,0,0,0
Conway Springs KS,94.5,2.5,1.4,0,0,0,0,1.6
Horton KS,81.7,6.9,0.5,7.7,0.8,0.3,0,2.1
Morrill KS,72.4,0,0,27.6,0,0,0,0
Leona KS,100,0,0,0,0,0,0,0
Strong City KS,92.1,1.9,0,0,0,0,0,6.1
Lewis KS,68.4,31.6,0,0,0,0,0,0
Natoma KS,88.1,6.4,3.4,1,0,0,0,1
Great Bend KS,76.1,19.9,1.1,0.2,0.2,0.4,0,1.9
Admire KS,89.7,10.3,0,0,0,0,0,0
Americus KS,90.5,2.2,0,0.6,0,0,0,6.7
Emporia KS,64.4,26.8,2.7,0,2.5,0,0,3.5
Plainville KS,94.2,3.6,0,0,1.1,0,0,1.1
Perry KS,93.4,2.5,0.4,0.4,0,0,0,3.2
Paradise KS,96.8,0,0,3.2,0,0,0,0
Cedar Vale KS,84.9,4.8,1.8,2,0,0,0,6.6
Fall River KS,98.4,0,0,0.8,0,0,0,0.8
Beloit KS,94.2,3.3,1,0.4,0.5,0,0,0.6
Olsburg KS,90.7,7.5,0,0,0,0,0,1.9
Woodbine KS,97.4,2.6,0,0,0,0,0,0
Cawker City KS,97.3,0.5,0,1.5,0.3,0,0,0.3
Hunter KS,96.9,0,0,0,3.1,0,0,0
Scottsville KS,100,0,0,0,0,0,0,0
Harper KS,85.1,8.7,0.5,3.8,0,0,0,1.8
Peru KS,88.2,0,0,7.9,0,0,0,3.9
Fowler KS,74.9,25.1,0,0,0,0,0,0
Dodge City KS,32.7,61.2,2.8,0.2,1.7,0,0.1,1.3
Spearville KS,93,6.4,0,0,0,0,0,0.6
Collyer KS,95.7,1.4,2.9,0,0,0,0,0
Holcomb KS,60.4,33,0,1.7,0.6,0,0,4.3
Sylvan Grove KS,96.8,1.3,0.3,0,0,0,0,1.6
Seward KS,92.9,0,0,0,7.1,0,0,0
Thayer KS,94.1,1.6,0.3,0,2.1,0,0,1.9
Turon KS,92,4.8,0.5,0.5,0,0,0,2.1
Lindsborg KS,91.1,3.8,3.3,0.1,0.9,0,0,0.8
Colony KS,97.5,0.7,0.9,0,0,0,0,0.9
Lone Elm KS,85.2,14.8,0,0,0,0,0,0
Protection KS,75.2,23.9,0,0,0,0,0,0.9
Englewood KS,74,0,0,19.5,0,0,0,6.5
West Mineral KS,81.1,1.2,0,1.8,0,0,0,15.9
Haven KS,89.5,2.6,0.5,0.3,1.1,0,0.4,5.7
Willowbrook KS,100,0,0,0,0,0,0,0
Smolan KS,97.5,1,0.5,0,1,0,0,0
Solomon KS,93.6,4.9,0,0,0,0,0,1.5
Galva KS,94.4,0.6,0.7,0,0.4,0,0,4
McPherson KS,89.9,4.5,1.2,0.9,0.8,0,0,2.6
Frontenac KS,92.1,5.1,0,0.1,0.3,0,0,2.3
Colwich KS,96.7,2.6,0,0,0.2,0,0,0.5
Kechi KS,90,3.3,2.1,2.3,0.7,0,0,1.5
Garnett KS,92.9,0.3,0.1,6.7,0,0,0,0.1
Kincaid KS,94.6,0,0.9,4.5,0,0,0,0
Westphalia KS,86.4,5.3,0,8.2,0,0,0,0
Coldwater KS,94.9,4,0,0,0,0,0,1
Moline KS,97.6,0.8,0,1.1,0,0,0,0.5
Weir KS,99.4,0.6,0,0,0,0,0,0
Greensburg KS,84.6,11.5,0.1,0,2.8,0,0,1
Buhler KS,93.1,4.4,0,0.2,0.2,0,0,2.1
Hutchinson KS,80,11.9,3.8,0.7,0.7,0.1,0,2.7
Pomona KS,92,1,1,0,0,0,2.1,4
Princeton KS,93.4,5,0,0,0.7,0,0,1
Independence KS,79.2,7,6.5,1.1,2.1,0.6,0,3.5
Elkhart KS,66.8,27.3,0.5,0,0,0,0,5.4
Esbon KS,87.6,7.6,0,4.1,0,0,0,0.7
Mankato KS,92.2,3,1.2,0,0,0.2,0,3.4
Langdon KS,100,0,0,0,0,0,0,0
Haysville KS,89.5,3.6,0.4,1.4,0.7,0,0.3,4.1
Sedgwick KS,93.9,2.1,0,0.1,0,0,0,3.9
Valley Center KS,91.6,4.8,1.2,0.4,0.2,0,0,1.7
Viola KS,94.3,1.6,0,3.3,0,0,0,0.8
Wichita KS,63.1,16.7,10.9,0.6,4.9,0,0.1,3.6
Beverly KS,93.7,6.3,0,0,0,0,0,0
St. John KS,82.7,13.5,0.5,0,0,0,0,3.3
Geneseo KS,90,8.8,1.2,0,0,0,0,0
Parker KS,99.5,0.5,0,0,0,0,0,0
Partridge KS,85.8,14.2,0,0,0,0,0,0
Pretty Prairie KS,96.1,1.5,0,2.3,0,0,0,0
Bazine KS,72.1,27.4,0,0,0,0,0,0.6
New Strawn KS,87.5,10.9,0,1,0,0,0,0.5
Towanda KS,93.4,1.1,0.1,0.4,0,0,0,4.9
Whitewater KS,98.3,1.3,0,0,0.3,0,0,0.1
Wilson KS,93.9,1.6,0.7,0,0.4,0,0,3.4
Phillipsburg KS,93.4,4.5,0.8,0,0.2,0,0,1.1
Alma KS,85.6,10.9,0,0.2,1.5,0,0,1.9
Paola KS,90.8,4.9,2.3,0.2,0.4,0,0,1.3
Long Island KS,92.9,6.6,0.5,0,0,0,0,0
Prairie View KS,91,0,0,0,0,0,0,9
Norcatur KS,91.5,0,0,1.6,0,0,0,7
Pleasanton KS,96.3,1.2,0,0,1.3,0,0,1.1
Prescott KS,93.2,2.1,0,0.7,0,0,0,3.9
Lincoln Center KS,94,5.2,0.2,0.2,0,0,0,0.4
Radium KS,100,0,0,0,0,0,0,0
Hardtner KS,98.2,1.8,0,0,0,0,0,0
Dresden KS,100,0,0,0,0,0,0,0
Utica KS,100,0,0,0,0,0,0,0
Latham KS,91.3,0,0,0,0,0,0,8.8
Scott City KS,74.9,23.2,0,0.1,0.8,0,0,0.9
Burdett KS,95.1,4.3,0,0,0,0,0,0.6
Larned KS,84.5,10,2.5,0.1,0,0,0,2.9
Paxico KS,81.7,4.7,1,0,0,0,4.1,8.5
Logan KS,93.4,3,0,0.2,0,0,0,3.4
Geuda Springs KS,71.8,0.6,0,23.6,0,0,0,4
Williamsburg KS,89.2,4.7,0,3.7,0,0,0,2.4
Sedan KS,91.1,4.5,0.3,3.4,0,0,0,0.7
Lane KS,92.2,0.8,0,0,4.1,0,0,2.9
Rantoul KS,88.9,5.3,0,0,0,0,2.3,3.5
Junction City KS,55.6,13.6,19.1,1,3.5,1.2,0.5,5.6
Holton KS,88.5,4.4,0.3,3.4,0.5,0,0,2.8
Melvern KS,97.8,0,0,0.2,0.2,0,0,1.8
Overbrook KS,96.8,1.8,0,0.1,0,0,0,1.3
